cladeName	cladeTax	sampleNum	ASVsNum	HR_sampleTypes	HR_sampleNum	HR_cat	HR_type	CP_pres	CP_prominent	CP_sampleTypes	CP_sampleNum	captiveNames	captive_bonobo	captive_chimp	captive_gorilla	captive_orangutan	non_industrialized_human	industrialized_human	wild_bonobo	wild_chimp	wild_gorilla	heatmap_col1	heatmap_col2	heatmap_col3	codiv_clade	lineage
clade_11212	Bacteroidaceae_Prevotella	172	70	['human']	165	HR	HR_human	True	True	['captive_chimp']	7	['cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.PC.A6.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.PC.A1.Bt', 'cp.chi.PC.B2.Bt']	0.0	0.2692307692307692	0.0	0.0	0.14677103718199608	0.013297872340425532	0.0	0.0	0.0	HR_human	HR_human	HR_human		
clade_8531	Bacteroidaceae_Prevotella	324	70	['human']	324	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.273972602739726	0.027186761229314422	0.0	0.0	0.0	HR_human	HR_human	Blank		
clade_10776	Bacteroidaceae_Prevotella	199	70	['human']	199	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.14481409001956946	0.018469267139479904	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_4332	Rikenellaceae_Alistipes	568	66	['human']	568	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.021526418786692758	0.08229905437352246	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_160	Rikenellaceae_Alistipes_A	606	65	['human']	606	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.01761252446183953	0.08820921985815602	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_490	Bacteroidaceae_unclassified	91	62	['human']	91	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.003913894324853229	0.013150118203309693	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_661	Bacteroidaceae_unclassified	115	61	['human']	115	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.016991725768321513	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_1869	Bacteroidaceae_Bacteroides	1074	60	['human']	1074	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0273972602739726	0.1566193853427896	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_172	Tannerellaceae_Tannerella	106	60	['human']	105	HR	HR_human	True	False	['captive_chimp']	1	['cp.chi.PC.B5.Bt']	0.0	0.038461538461538464	0.0	0.0	0.003913894324853229	0.015218676122931441	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_489	Bacteroidaceae_Paraprevotella	922	59	['human']	922	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.005870841487279843	0.13578605200945626	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_3551	Bacteroidaceae_Prevotella	216	55	['human']	200	HR	HR_human	True	True	['captive_chimp', 'captive_gorilla']	16	['cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.06.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A11.Bt', 'cp.chi.PC.A8.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.11.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt']	0.0	0.4230769230769231	0.25	0.0	0.22896281800391388	0.012263593380614658	0.0	0.0	0.0	HR_human	HR_human	HR_human		
clade_1423	Bacteroidaceae_F0040	113	52	['human']	113	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.021526418786692758	0.015070921985815602	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_1176	Bacteroidaceae_Bacteroides	1611	52	['human']	1611	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.05283757338551859	0.23404255319148937	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_1185	Bacteroidaceae_Bacteroides	552	52	['human']	552	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0019569471624266144	0.08141252955082742	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_6688	Bacteroidaceae_Prevotella	206	45	['human']	206	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.2309197651663405	0.013002364066193853	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_850	unclassified_unclassified	70	43	['human']	64	HR	HR_human	True	False	['captive_chimp']	6	['cp.chi.PC.B1.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.PC.B3.Bt', 'cp.chi.PC.B2.Bt', 'cp.chi.PC.A12.Bt', 'cp.chi.PC.A9.Bt']	0.0	0.23076923076923078	0.0	0.0	0.0136986301369863	0.008421985815602837	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_5669	Bacteroidaceae_Prevotella	140	43	['human']	140	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.020685579196217493	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_927	Rikenellaceae_Alistipes	633	42	['human']	633	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.029354207436399216	0.09131205673758866	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_7639	Bacteroidaceae_Prevotella	172	41	['human']	172	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.16634050880626222	0.012854609929078014	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_1038	Porphyromonadaceae_Porphyromonas	97	40	['human']	97	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.029354207436399216	0.012115839243498818	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_648	Bacteroidaceae_unclassified	74	39	['human']	74	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.03718199608610567	0.008126477541371158	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_4050	Bacteroidaceae_Prevotella	198	38	['human']	198	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.24853228962818003	0.010490543735224586	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_4546	Bacteroidaceae_Prevotella	240	37	['human']	240	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.22309197651663404	0.018617021276595744	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_428	Porphyromonadaceae_Porphyromonas	74	37	['human']	74	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.007827788649706457	0.010342789598108746	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_2564	Bacteroidaceae_Prevotella	54	36	['wild_chimp']	54	HR	HR_wild_chimp	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8307692307692308	0.0	HR_wild_chimp	HR_wild_chimp	Blank		
clade_4013	Bacteroidaceae_Prevotella	21	35	['wild_bonobo']	21	HR	HR_wild_bonobo	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.0	0.875	0.0	0.0	HR_wild_bonobo	HR_wild_bonobo	Blank		
clade_3553	Bacteroidaceae_Prevotella	160	35	['human']	160	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.007827788649706457	0.02304964539007092	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_4009	Bacteroidaceae_Prevotella	222	35	['human']	162	HR	HR_human	True	True	['captive_orangutan', 'captive_chimp', 'captive_bonobo', 'captive_gorilla']	60	['cp.chi.HOUZ.03.Bt', 'cp.ora.COLZ.02.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.bon.COLZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.04.Bt', 'cp.gor.COLZ.10.Bt', 'cp.gor.COLZ.06.Bt', 'cp.bon.COLZ.04.Bt', 'cp.bon.COLZ.08.Bt', 'cp.chi.PC.A2.Bt', 'cp.chi.PC.A12.Bt', 'cp.chi.PC.A7.Bt', 'cp.ora.COLZ.01.Bt', 'cp.bon.COLZ.07.Bt', 'cp.gor.COLZ.strains.Bt', 'cp.ora.HOUZ.05.Bt', 'cp.chi.PC.B5.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.gor.COLZ.09.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.gor.COLZ.08.Bt', 'cp.gor.COLZ.03.Bt', 'cp.chi.PC.A6.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.COLZ.12.Bt', 'cp.bon.COLZ.09.Bt', 'cp.chi.PC.B1.Bt', 'cp.chi.PC.A5.Bt', 'cp.gor.HOUZ.05.Bt', 'cp.chi.PC.A4.Bt', 'cp.bon.COLZ.05.Bt', 'cp.chi.PC.A11.Bt', 'cp.gor.HOUZ.01.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.PC.B3.Bt', 'cp.ora.HOUZ.06.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.bon.COLZ.12.Bt', 'cp.chi.PC.A9.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.PC.A1.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.HOUZ.03.Bt', 'cp.bon.COLZ.11.Bt', 'cp.bon.COLZ.10.Bt', 'cp.gor.COLZ.11.Bt', 'cp.gor.HOUZ.07.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.gor.COLZ.05.Bt', 'cp.chi.PC.B6.Bt', 'cp.chi.PC.B2.Bt', 'cp.gor.COLZ.07.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.bon.COLZ.03.Bt', 'cp.bon.COLZ.02.Bt', 'cp.ora.HOUZ.01.Bt', 'cp.bon.COLZ.13.Bt']	1.0	0.9615384615384616	0.9	0.45454545454545453	0.20156555772994128	0.008717494089834516	0.0	0.0	0.0	HR_human	HR_human	HR_human		
clade_4042	Bacteroidaceae_Prevotella	90	34	['human']	90	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.029354207436399216	0.011081560283687944	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_2585	Bacteroidaceae_Prevotella	18	34	['wild_bonobo']	18	HR	HR_wild_bonobo	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	HR_wild_bonobo	HR_wild_bonobo	Blank	Bt2_clade2_bonobo	Bt2
clade_17	Porphyromonadaceae_Porphyromonas	51	32	['human']	51	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.005870841487279843	0.0070921985815602835	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_536	UBA932_RC9	46	32	['human']	46	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.043052837573385516	0.0035460992907801418	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_5103	Bacteroidaceae_Prevotella	84	30	['human']	84	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.03913894324853229	0.009456264775413711	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_8075	Bacteroidaceae_Prevotella	59	30	['human']	59	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.021526418786692758	0.0070921985815602835	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_237	Rikenellaceae_Alistipes	78	30	['human']	78	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0019569471624266144	0.011377068557919623	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_226	Bacteroidaceae_CAG-462	49	29	['human']	49	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.007239952718676123	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_1500	Bacteroidaceae_Bacteroides	216	29	['human']	216	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0019569471624266144	0.031767139479905435	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_4668	Bacteroidaceae_unclassified	36	28	['wild_chimp']	36	HR	HR_wild_chimp	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5538461538461539	0.0	HR_wild_chimp	HR_wild_chimp	Blank	Bt2_clade1_chimp	Bt2
clade_1745	Bacteroidaceae_Prevotella	127	28	['human']	127	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.11545988258317025	0.01004728132387707	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_4587	Bacteroidaceae_Prevotella	129	27	['human']	129	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.015655577299412915	0.01787825059101655	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_550	Tannerellaceae_Parabacteroides	151	27	['human']	151	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0019569471624266144	0.022163120567375887	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_4877	Rikenellaceae_Alistipes	64	25	['human']	64	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0019569471624266144	0.009308510638297872	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_1428	Bacteroidaceae_unclassified	19	25	['wild_gorilla']	19	HR	HR_wild_gorilla	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5757575757575758	HR_wild_gorilla	HR_wild_gorilla	Blank		
clade_6152	Bacteroidaceae_Prevotella	183	24	['human']	183	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.033268101761252444	0.024527186761229315	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_7318	Bacteroidaceae_Bacteroides	221	24	['human']	221	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.007827788649706457	0.032062647754137114	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_2128	Bacteroidaceae_unclassified	22	24	['wild_bonobo']	22	HR	HR_wild_bonobo	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.0	0.9166666666666666	0.0	0.0	HR_wild_bonobo	HR_wild_bonobo	Blank	Bt1_clade1_bonobo	Bt1
clade_500	Bacteroidaceae_Bacteroides_B	1306	23	['human']	1306	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.025440313111545987	0.19104609929078015	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_248	UBA932_RC9	48	22	['human']	48	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0410958904109589	0.003989361702127659	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_3043	Bacteroidaceae_Prevotella	18	22	['wild_bonobo']	18	HR	HR_wild_bonobo	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	HR_wild_bonobo	HR_wild_bonobo	Blank		
clade_29	Porphyromonadaceae_Porphyromonas	49	21	['human']	49	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.007239952718676123	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_38	Paludibacteraceae_F0058	49	20	['human']	49	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.007239952718676123	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_4044	Bacteroidaceae_Prevotella	28	20	['human']	28	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.004137115839243499	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_1943	UBA932_RC9	144	20	['human']	144	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.05283757338551859	0.017287234042553192	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_90	Porphyromonadaceae_Porphyromonas	68	19	['human']	68	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.01004728132387707	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_284	Porphyromonadaceae_Porphyromonas	25	19	['human']	24	HR	HR_human	True	False	['captive_chimp']	1	['cp.chi.PC.B5.Bt']	0.0	0.038461538461538464	0.0	0.0	0.0	0.0035460992907801418	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_6690	Bacteroidaceae_Prevotella	68	19	['human']	68	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.05283757338551859	0.006057919621749409	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_103	Porphyromonadaceae_Porphyromonas	37	19	['human']	37	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.005466903073286052	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_636	Bacteroidaceae_UBA4372	71	19	['human']	71	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.03913894324853229	0.007535460992907801	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_4040	Bacteroidaceae_Prevotella	40	19	['human']	40	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0019569471624266144	0.00576241134751773	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_827	Bacteroidaceae_Prevotella	19	19	['wild_gorilla']	19	HR	HR_wild_gorilla	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5757575757575758	HR_wild_gorilla	HR_wild_gorilla	Blank		
clade_1980	Tannerellaceae_Parabacteroides	95	18	['human']	95	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.014036643026004728	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_108	Rikenellaceae_Tidjanibacter	419	18	['human']	419	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.06190898345153664	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_3267	Bacteroidaceae_Bacteroides	238	18	['human']	226	HR	HR_human	True	True	['captive_chimp', 'captive_gorilla']	12	['cp.chi.HOUZ.06.Bt', 'cp.gor.COLZ.04.Bt', 'cp.gor.COLZ.06.Bt', 'cp.gor.COLZ.strains.Bt', 'cp.gor.COLZ.09.Bt', 'cp.gor.COLZ.03.Bt', 'cp.gor.COLZ.12.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.gor.COLZ.13.Bt', 'cp.gor.COLZ.05.Bt', 'cp.gor.COLZ.07.Bt']	0.0	0.07692307692307693	0.5	0.0	0.003913894324853229	0.03309692671394799	0.0	0.0	0.0	HR_human	HR_human	HR_human		
clade_2217	Bacteroidaceae_CAG-617	50	17	['human']	50	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.007387706855791962	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_6639	Bacteroidaceae_Prevotella	54	17	['human']	54	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0019569471624266144	0.007830969267139479	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_7330	Bacteroidaceae_Bacteroides	626	17	['human']	626	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.025440313111545987	0.09057328605200946	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_7326	Bacteroidaceae_Bacteroides	31	17	['human']	31	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.004580378250591016	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_79	unclassified_unclassified	26	16	['human']	26	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.0	0.0038416075650118202	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_4787	Bacteroidaceae_Bacteroides	760	16	['human']	760	HR	HR_human	False	False	[]	0	[]	0.0	0.0	0.0	0.0	0.009784735812133072	0.11155437352245863	0.0	0.0	0.0	HR_human	Blank	Blank		
clade_3692	Bacteroidaceae_Bacteroides_B	119	16	['human']	112	HR	HR_human	True	False	['captive_chimp', 'captive_gorilla']	7	['cp.chi.HOUZ.03.Bt', 'cp.chi.HOUZ.strains.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.gor.HOUZ.03.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.gor.HOUZ.02.Bt']	0.0	0.19230769230769232	0.1	0.0	0.0019569471624266144	0.016400709219858155	0.0	0.0	0.0	HR_human	Blank	Blank	Bt3_clade1_human	Bt3
