ASV	cladeName	sampleNum	ASVsNum	HR_sampleTypes	HR_sampleNum	HR_cat	HR_type	CP_pres	CP_sampleNum	CP_sampleTypes	captiveNames	codiv_clade_seq	codiv_clade	lineage	Family	Genus	captive_chimp_HOUZ	captive_gorilla_HOUZ	captive_orangutan_HOUZ	captive_bonobo_COLZ	captive_gorilla_COLZ	captive_orangutan_COLZ	captive_chimp_PC	captive_all	ASV_HR_type
ASV_10564	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6375	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10601	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10600	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6381	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6133	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10572	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10609	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_5407	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_4865	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10615	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10598	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10571	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_10599	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_3349	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_6136	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
ASV_4915	clade_10113	1731.0	170.0	['human']	1712.0	HR	HR_human	True	19.0	['captive_chimp', 'captive_bonobo', 'captive_gorilla']	['cp.gor.HOUZ.04.Bt', 'cp.chi.HOUZ.02.Bt', 'cp.chi.HOUZ.08.Bt', 'cp.chi.HOUZ.01.Bt', 'cp.chi.HOUZ.06.Bt', 'cp.gor.HOUZ.02.Bt', 'cp.chi.PC.A7.Bt', 'cp.chi.HOUZ.07.Bt', 'cp.bon.COLZ.10.Bt', 'cp.chi.HOUZ.05.Bt', 'cp.chi.PC.A5.Bt', 'cp.chi.PC.A8.Bt', 'cp.chi.HOUZ.04.Bt', 'cp.bon.COLZ.03.Bt', 'cp.chi.PC.A3.Bt', 'cp.chi.PC.B4.Bt', 'cp.chi.HOUZ.03.Bt', 'cp.gor.HOUZ.06.Bt', 'cp.gor.HOUZ.03.Bt']				f__Bacteroidaceae	g__Prevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HR_human
