ASV	Kingdom	Phylum	Class	Order	Family	Genus
ASV_380	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	Z20
ASV_1324	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	Z20
ASV_119	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter
ASV_2003	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter
ASV_3012	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter
ASV_698	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter
ASV_310	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_UCG-001
ASV_1338	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_UCG-001
ASV_64	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium
ASV_304	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium
ASV_791	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium
ASV_2794	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium
ASV_428	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium
ASV_930	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium
ASV_1316	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium
ASV_1354	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA
ASV_534	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_341	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_792	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_2246	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_1000	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_636	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_2645	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_2022	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_458	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_477	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_764	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_1002	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2551	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1078	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1155	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_459	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_761	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_3491	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_3496	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_651	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2171	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1491	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1525	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1289	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1749	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1564	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1750	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1815	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2470	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_727	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_3078	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1179	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_449	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2178	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2428	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_333	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_597	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_3019	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_399	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1039	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1711	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1065	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_620	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1571	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1781	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_789	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2497	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_821	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_3625	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_915	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1023	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1167	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_238	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1472	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1705	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_3260	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1157	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1674	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1909	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1333	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2485	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_976	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1044	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_501	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_929	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1848	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1149	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2220	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1420	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1110	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2158	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1319	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1387	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1716	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1024	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2950	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1383	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2123	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1166	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_3575	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2118	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2492	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2017	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_924	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1894	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1912	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2067	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_826	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1376	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2675	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_400	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_2192	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1658	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1054	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1847	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1586	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
ASV_1778	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tissierella
ASV_116	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter
ASV_1768	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium
ASV_291	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter
ASV_117	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
ASV_2397	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium
ASV_2424	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium
ASV_817	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter
ASV_2096	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA
ASV_1762	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA
ASV_1977	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA
ASV_2206	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA
ASV_1728	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA
ASV_2025	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA
ASV_560	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ASV_811	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ASV_150	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_715	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_1366	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_177	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_2524	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_691	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_919	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_2360	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_91	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA
ASV_624	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
ASV_2228	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA
ASV_2365	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus
ASV_423	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
ASV_1270	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
ASV_931	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus
ASV_1700	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Viridibacillus
ASV_814	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
ASV_334	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
ASV_296	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
ASV_523	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
ASV_1505	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
ASV_800	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
ASV_114	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
ASV_256	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
ASV_1029	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
ASV_246	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV_850	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
ASV_601	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
ASV_3144	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV_1733	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon
ASV_907	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
ASV_675	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
ASV_644	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
ASV_518	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon
ASV_1256	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
ASV_1286	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV_2170	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_152	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_1553	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_360	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_2549	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_41	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_201	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_1193	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_754	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
ASV_1664	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
ASV_2667	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus
ASV_3609	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus
ASV_410	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus
ASV_578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
ASV_1079	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
ASV_2941	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
ASV_5100	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
ASV_2468	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_535	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_1352	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_1147	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_2075	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_3501	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_142	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_1026	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_3148	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_5247	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_901	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_1839	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
ASV_3753	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
ASV_1591	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
ASV_2034	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
ASV_1437	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
ASV_2559	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
ASV_2304	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
ASV_95	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
ASV_705	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
ASV_1589	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
ASV_33	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-003
ASV_1258	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-003
ASV_3046	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-003
ASV_5866	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Candidatus_Stoquefichus
ASV_2657	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus
ASV_353	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Asteroleplasma
ASV_1330	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Asteroleplasma
ASV_2705	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_352	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_1732	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_1362	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_3999	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_769	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_1081	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_2724	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_2117	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_1783	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_665	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_2775	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_56	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_48	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_745	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_375	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_544	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_1968	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004
ASV_431	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_1107	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_2656	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea
ASV_58	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenisphaera
ASV_595	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenisphaera
ASV_270	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_3721	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_516	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_2415	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_3362	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_5371	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_335	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_3124	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_206	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_703	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_3244	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_3314	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_73	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_928	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_1989	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_1619	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ASV_46	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ASV_1686	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ASV_539	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ASV_860	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-006
ASV_102	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-006
ASV_1611	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-006
ASV_733	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_1277	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_866	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_584	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_996	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_818	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_136	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_741	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_973	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_697	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
ASV_1667	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma
ASV_994	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma
ASV_118	Bacteria	Tenericutes	Mollicutes	EMP-G18	NA	NA
ASV_1035	Bacteria	Tenericutes	Mollicutes	EMP-G18	NA	NA
ASV_209	Bacteria	Tenericutes	Mollicutes	NA	NA	NA
ASV_824	Bacteria	Tenericutes	Mollicutes	EMP-G18	NA	NA
ASV_507	Bacteria	Tenericutes	Mollicutes	NA	NA	NA
ASV_2247	Bacteria	Tenericutes	Mollicutes	NA	NA	NA
ASV_1729	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma
ASV_2547	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
ASV_383	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
