X.SampleID	Old_SampleID	dataset	genus_sp	subspecies	common_name	uniqueid	site	site_code	country	captivity_status	amplicon	sample	Description
wd.chi.GM.1071.Bt	80	gyrb_moeller_wild	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	1071	TZ.GM.MT	GM	TZA	wild	Bt	wd.chi.GM.1071	wild_chimp
wd.chi.GM.1056.Bt	93	gyrb_moeller_wild	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	1056	TZ.GM.MT	GM	TZA	wild	Bt	wd.chi.GM.1056	wild_chimp
wd.chi.GM.1203.Bt	95	gyrb_moeller_wild	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	1203	TZ.GM.MT	GM	TZA	wild	Bt	wd.chi.GM.1203	wild_chimp
wd.chi.GM.478.Bt	96	gyrb_moeller_wild	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	478	TZ.GM.MT	GM	TZA	wild	Bt	wd.chi.GM.478	wild_chimp
wd.chi.GM.104.Bt	108	gyrb_moeller_wild	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	104	TZ.GM.MT	GM	TZA	wild	Bt	wd.chi.GM.104	wild_chimp
wd.chi.GM.1200.Bt	110	gyrb_moeller_wild	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	1200	TZ.GM.MT	GM	TZA	wild	Bt	wd.chi.GM.1200	wild_chimp
we.hum.CT.A1.Bt	13	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	A1	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.A1	industrialized_human
we.hum.CT.B3.Bt	14	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	B3	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.B3	industrialized_human
we.hum.CT.A2.Bt	28	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	A2	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.A2	industrialized_human
we.hum.CT.B4.Bt	29	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	B4	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.B4	industrialized_human
we.hum.CT.A5.Bt	43	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	A5	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.A5	industrialized_human
we.hum.CT.B7.Bt	44	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	B7	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.B7	industrialized_human
we.hum.CT.A6.Bt	58	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	A6	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.A6	industrialized_human
we.hum.CT.B9.Bt	59	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	B9	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.B9	industrialized_human
we.hum.CT.A7.Bt	73	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	A7	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.A7	industrialized_human
we.hum.CT.C10.Bt	74	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	C10	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.C10	industrialized_human
we.hum.CT.B10.Bt	88	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	B10	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.B10	industrialized_human
we.hum.CT.C11.Bt	89	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	C11	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.C11	industrialized_human
we.hum.CT.B11.Bt	103	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	B11	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.B11	industrialized_human
we.hum.CT.C12.Bt	104	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	C12	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.C12	industrialized_human
we.hum.CT.B2.Bt	118	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	B2	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.B2	industrialized_human
we.hum.CT.C4.Bt	119	gyrb_moeller_wild	Homo_sapiens	Homo_sapiens	human	C4	Conneticut	CT	USA	industrialized_human	Bt	we.hum.CT.C4	industrialized_human
wd.gor.LB.CR212.Bt	11	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR212	XX	LB	Cameroon	wild	Bt	wd.gor.LB.CR212	wild_gorilla
wd.gor.CP.CR1426.Bt	10	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR1426	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR1426	wild_gorilla
wd.gor.CP.CR3414.Bt	12	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR3414	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR3414	wild_gorilla
wd.gor.CP.CR1427.Bt	25	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR1427	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR1427	wild_gorilla
wd.gor.CP.CR5781.Bt	26	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR5781	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR5781	wild_gorilla
wd.gor.CP.CR3415.Bt	27	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR3415	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR3415	wild_gorilla
wd.gor.CP.CR2103.Bt	40	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR2103	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR2103	wild_gorilla
wd.gor.CP.CR5816.Bt	41	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR5816	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR5816	wild_gorilla
wd.gor.CP.CR1435.Bt	55	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR1435	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR1435	wild_gorilla
wd.gor.CP.CR2072.Bt	56	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR2072	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR2072	wild_gorilla
wd.gor.CP.CR4768.Bt	57	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR4768	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR4768	wild_gorilla
wd.gor.CP.CR3455.Bt	70	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR3455	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR3455	wild_gorilla
wd.gor.CP.CR3408.Bt	71	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR3408	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR3408	wild_gorilla
wd.gor.CP.CR2126.Bt	85	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR2126	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR2126	wild_gorilla
wd.gor.CP.CR3443.Bt	86	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR3443	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR3443	wild_gorilla
wd.gor.CP.CR5756.Bt	100	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR5756	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR5756	wild_gorilla
wd.gor.CP.CR6097.Bt	101	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR6097	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR6097	wild_gorilla
wd.gor.CP.CR2138.Bt	102	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR2138	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR2138	wild_gorilla
wd.gor.CP.CR2124.Bt	115	gyrb_moeller_wild	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	CR2124	Campo_Maan 	CP	Cameroon	wild	Bt	wd.gor.CP.CR2124	wild_gorilla
cp.bon.COLZ.01.Bt	CaptBtCOLBonobo01	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	1	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.01	captive_bonobo
cp.bon.COLZ.02.Bt	CaptBtCOLBonobo02	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	2	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.02	captive_bonobo
cp.bon.COLZ.03.Bt	CaptBtCOLBonobo03	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	3	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.03	captive_bonobo
cp.bon.COLZ.04.Bt	CaptBtCOLBonobo04	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	4	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.04	captive_bonobo
cp.bon.COLZ.05.Bt	CaptBtCOLBonobo05	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	5	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.05	captive_bonobo
cp.bon.COLZ.06.Bt	CaptBtCOLBonobo06	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	6	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.06	captive_bonobo
cp.bon.COLZ.07.Bt	CaptBtCOLBonobo07	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	7	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.07	captive_bonobo
cp.bon.COLZ.08.Bt	CaptBtCOLBonobo08	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	8	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.08	captive_bonobo
cp.bon.COLZ.09.Bt	CaptBtCOLBonobo09	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	9	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.09	captive_bonobo
cp.bon.COLZ.10.Bt	CaptBtCOLBonobo10	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	10	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.10	captive_bonobo
cp.bon.COLZ.11.Bt	CaptBtCOLBonobo11	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	11	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.11	captive_bonobo
cp.bon.COLZ.12.Bt	CaptBtCOLBonobo12	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	12	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.12	captive_bonobo
cp.bon.COLZ.13.Bt	CaptBtCOLBonobo13	gyrb_nishida_captive_wild	Pan_paniscus	Pan_paniscus	bonobo	13	Columbus_zoo	COLZ	USA	captive	Bt	cp.bon.COLZ.13	captive_bonobo
cp.chi.HOUZ.01.Bt	CaptBtHOUChimp01	gyrb_nishida_captive_wild	Pan_troglodytes	Pan_troglodytes	chimp	1	Houston_zoo	HOUZ	USA	captive	Bt	cp.chi.HOUZ.01	captive_chimp
cp.chi.HOUZ.02.Bt	CaptBtHOUChimp02	gyrb_nishida_captive_wild	Pan_troglodytes	Pan_troglodytes	chimp	2	Houston_zoo	HOUZ	USA	captive	Bt	cp.chi.HOUZ.02	captive_chimp
cp.chi.HOUZ.03.Bt	CaptBtHOUChimp03	gyrb_nishida_captive_wild	Pan_troglodytes	Pan_troglodytes	chimp	3	Houston_zoo	HOUZ	USA	captive	Bt	cp.chi.HOUZ.03	captive_chimp
cp.chi.HOUZ.04.Bt	CaptBtHOUChimp04	gyrb_nishida_captive_wild	Pan_troglodytes	Pan_troglodytes	chimp	4	Houston_zoo	HOUZ	USA	captive	Bt	cp.chi.HOUZ.04	captive_chimp
